ORDER NUMBER,QUANTITY ORDERED,PRICE EACH,SALES,ORDER LINE NUMBER,ORDER DATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,MONTH-YEAR,PRODUCT LINE,MSRP,PRODUCT CODE,CUSTOMER NAME,PHONE,ADDRESS LINE1,ADDRESS LINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACT LAST NAME,CONTACT FIRST NAME,DEALSIZE
10261,36,$100.00,"$3,600.00",8,6/17/2004,Shipped,2,6,2004,2004-06,Ships,122,S24_2011,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium
10273,22,$100.00,"$2,200.00",11,7/21/2004,Shipped,3,7,2004,2004-07,Ships,122,S24_2011,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small
10283,42,$100.00,"$4,200.00",13,8/20/2004,Shipped,3,8,2004,2004-08,Ships,122,S24_2011,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Medium
10293,21,$100.00,"$2,100.00",2,09-09-2004,Shipped,3,9,2004,2004-09,Ships,122,S24_2011,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10306,29,$100.00,"$2,900.00",7,10/14/2004,Shipped,4,10,2004,2004-10,Ships,122,S24_2011,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10315,35,$100.00,"$3,500.00",6,10/29/2004,Shipped,4,10,2004,2004-10,Ships,122,S24_2011,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10326,41,$100.00,"$4,100.00",4,11-09-2004,Shipped,4,11,2004,2004-11,Ships,122,S24_2011,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv?gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10337,29,$71.97,"$2,087.13",4,11/21/2004,Shipped,4,11,2004,2004-11,Ships,122,S24_2011,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small
10350,34,$50.33,"$1,711.22",7,12-02-2004,Shipped,4,12,2004,2004-12,Ships,122,S24_2011,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10372,37,$100.00,"$3,700.00",8,1/26/2005,Shipped,1,1,2005,2005-01,Ships,122,S24_2011,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10384,28,$80.54,"$2,255.12",3,2/23/2005,Shipped,1,2,2005,2005-02,Ships,122,S24_2011,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10396,49,$100.00,"$4,900.00",6,3/23/2005,Shipped,1,3,2005,2005-03,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10414,23,$100.00,"$2,300.00",10,05-06-2005,On Hold,2,5,2005,2005-05,Ships,122,S24_2011,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium
10101,46,$53.76,"$2,472.96",2,01-09-2003,Shipped,1,1,2003,2003-01,Vintage Cars,44,S24_2022,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small
10110,39,$44.35,"$1,729.65",2,3/18/2003,Shipped,1,3,2003,2003-03,Vintage Cars,44,S24_2022,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10124,22,$45.25,$995.50,1,5/21/2003,Shipped,2,5,2003,2003-05,Vintage Cars,44,S24_2022,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10149,49,$49.28,"$2,414.72",6,09-12-2003,Shipped,3,9,2003,2003-09,Vintage Cars,44,S24_2022,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,NA,Taylor,Sue,Small
10162,43,$36.29,"$1,560.47",4,10/18/2003,Shipped,4,10,2003,2003-10,Vintage Cars,44,S24_2022,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10173,27,$41.22,"$1,112.94",8,11-05-2003,Shipped,4,11,2003,2003-11,Vintage Cars,44,S24_2022,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small
10182,31,$36.74,"$1,138.94",5,11-12-2003,Shipped,4,11,2003,2003-11,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10193,20,$50.62,"$1,012.40",9,11/21/2003,Shipped,4,11,2003,2003-11,Vintage Cars,44,S24_2022,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small
10205,24,$38.08,$913.92,4,12-03-2003,Shipped,4,12,2003,2003-12,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10214,49,$47.94,"$2,349.06",2,1/26/2004,Shipped,1,1,2004,2004-01,Vintage Cars,44,S24_2022,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Small
10227,24,$48.38,"$1,161.12",5,03-02-2004,Shipped,1,3,2004,2004-03,Vintage Cars,44,S24_2022,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10244,39,$45.25,"$1,764.75",9,4/29/2004,Shipped,2,4,2004,2004-04,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10255,37,$45.70,"$1,690.90",2,06-04-2004,Shipped,2,6,2004,2004-06,Vintage Cars,44,S24_2022,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Small
10280,45,$47.49,"$2,137.05",11,8/17/2004,Shipped,3,8,2004,2004-08,Vintage Cars,44,S24_2022,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10289,45,$48.38,"$2,177.10",4,09-03-2004,Shipped,3,9,2004,2004-09,Vintage Cars,44,S24_2022,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10304,44,$39.42,"$1,734.48",15,10-11-2004,Shipped,4,10,2004,2004-10,Vintage Cars,44,S24_2022,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small
10312,23,$37.63,$865.49,12,10/21/2004,Shipped,4,10,2004,2004-10,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10322,30,$100.00,"$3,000.00",4,11-04-2004,Shipped,4,11,2004,2004-11,Vintage Cars,44,S24_2022,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10332,26,$85.52,"$2,223.52",10,11/17/2004,Shipped,4,11,2004,2004-11,Vintage Cars,44,S24_2022,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10345,43,$53.76,"$2,311.68",1,11/25/2004,Shipped,4,11,2004,2004-11,Vintage Cars,44,S24_2022,Atelier graphique,40322555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Small
10356,26,$31.86,$828.36,7,12-09-2004,Shipped,4,12,2004,2004-12,Vintage Cars,44,S24_2022,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
10367,28,$30.59,$856.52,12,01-12-2005,Resolved,1,1,2005,2005-01,Vintage Cars,44,S24_2022,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10380,27,$68.35,"$1,845.45",5,2/16/2005,Shipped,1,2,2005,2005-02,Vintage Cars,44,S24_2022,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10391,24,$100.00,"$2,400.00",1,03-09-2005,Shipped,1,3,2005,2005-03,Vintage Cars,44,S24_2022,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10421,40,$45.70,"$1,828.00",2,5/29/2005,In Process,2,5,2005,2005-05,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10103,36,$100.00,"$3,600.00",1,1/29/2003,Shipped,1,1,2003,2003-01,Trucks and Buses,127,S24_2300,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10114,21,$100.00,"$2,100.00",5,04-01-2003,Shipped,2,4,2003,2003-04,Trucks and Buses,127,S24_2300,"La Corne D'abondance, Co.",(1) 42342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small
10126,27,$100.00,"$2,700.00",1,5/28/2003,Shipped,2,5,2003,2003-05,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Medium
10140,47,$100.00,"$4,700.00",1,7/24/2003,Shipped,3,7,2003,2003-07,Trucks and Buses,127,S24_2300,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10151,42,$100.00,"$4,200.00",8,9/21/2003,Shipped,3,9,2003,2003-09,Trucks and Buses,127,S24_2300,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10165,32,$100.00,"$3,200.00",17,10/22/2003,Shipped,4,10,2003,2003-10,Trucks and Buses,127,S24_2300,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10175,28,$100.00,"$2,800.00",6,11-06-2003,Shipped,4,11,2003,2003-11,Trucks and Buses,127,S24_2300,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small
10184,24,$100.00,"$2,400.00",11,11/14/2003,Shipped,4,11,2003,2003-11,Trucks and Buses,127,S24_2300,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium
10194,49,$100.00,"$4,900.00",1,11/25/2003,Shipped,4,11,2003,2003-11,Trucks and Buses,127,S24_2300,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10207,46,$100.00,"$4,600.00",12,12-09-2003,Shipped,4,12,2003,2003-12,Trucks and Buses,127,S24_2300,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10217,28,$100.00,"$2,800.00",1,02-04-2004,Shipped,1,2,2004,2004-02,Trucks and Buses,127,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10229,48,$100.00,"$4,800.00",6,03-11-2004,Shipped,1,3,2004,2004-03,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10246,29,$100.00,"$2,900.00",10,05-05-2004,Shipped,2,5,2004,2004-05,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10259,47,$100.00,"$4,700.00",9,6/15/2004,Shipped,2,6,2004,2004-06,Trucks and Buses,127,S24_2300,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10271,43,$100.00,"$4,300.00",10,7/20/2004,Shipped,3,7,2004,2004-07,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10281,25,$100.00,"$2,500.00",6,8/19/2004,Shipped,3,8,2004,2004-08,Trucks and Buses,127,S24_2300,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small
10291,48,$100.00,"$4,800.00",1,09-08-2004,Shipped,3,9,2004,2004-09,Trucks and Buses,127,S24_2300,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10305,24,$100.00,"$2,400.00",10,10/13/2004,Shipped,4,10,2004,2004-10,Trucks and Buses,127,S24_2300,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10313,42,$100.00,"$4,200.00",4,10/22/2004,Shipped,4,10,2004,2004-10,Trucks and Buses,127,S24_2300,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10324,31,$100.00,"$3,100.00",2,11-05-2004,Shipped,4,11,2004,2004-11,Trucks and Buses,127,S24_2300,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Medium
10334,42,$100.00,"$4,200.00",5,11/19/2004,On Hold,4,11,2004,2004-11,Trucks and Buses,127,S24_2300,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv?gen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium
10348,37,$100.00,"$3,700.00",1,11-01-2004,Shipped,4,11,2004,2004-11,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart?,Medium
10358,41,$100.00,"$4,100.00",7,12-10-2004,Shipped,4,12,2004,2004-12,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10371,20,$100.00,"$2,000.00",5,1/23/2005,Shipped,1,1,2005,2005-01,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10382,20,$100.00,"$2,000.00",3,2/17/2005,Shipped,1,2,2005,2005-02,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10412,70,$100.00,"$7,000.00",10,05-03-2005,Shipped,2,5,2005,2005-05,Trucks and Buses,127,S24_2300,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large
10425,49,$100.00,"$4,900.00",9,5/31/2005,In Process,2,5,2005,2005-05,Trucks and Buses,127,S24_2300,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10108,35,$58.87,"$2,060.45",15,03-03-2003,Shipped,1,3,2003,2003-03,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small
10121,32,$76.88,"$2,460.16",2,05-07-2003,Shipped,2,5,2003,2003-05,Motorcycles,69,S24_2360,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small
10135,29,$61.64,"$1,787.56",16,07-02-2003,Shipped,3,7,2003,2003-07,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10145,27,$60.95,"$1,645.65",3,8/25/2003,Shipped,3,8,2003,2003-08,Motorcycles,69,S24_2360,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Small
10159,27,$80.34,"$2,169.18",11,10-10-2003,Shipped,4,10,2003,2003-10,Motorcycles,69,S24_2360,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small
10169,38,$74.11,"$2,816.18",11,11-04-2003,Shipped,4,11,2003,2003-11,Motorcycles,69,S24_2360,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10180,35,$72.03,"$2,521.05",6,11-11-2003,Shipped,4,11,2003,2003-11,Motorcycles,69,S24_2360,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10190,42,$76.19,"$3,199.98",3,11/19/2003,Shipped,4,11,2003,2003-11,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10211,21,$63.72,"$1,338.12",11,1/15/2004,Shipped,1,1,2004,2004-01,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small
10224,37,$80.34,"$2,972.58",4,2/21/2004,Shipped,1,2,2004,2004-02,Motorcycles,69,S24_2360,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small
10237,26,$79.65,"$2,070.90",4,04-05-2004,Shipped,2,4,2004,2004-04,Motorcycles,69,S24_2360,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small
10252,47,$65.80,"$3,092.60",8,5/26/2004,Shipped,2,5,2004,2004-05,Motorcycles,69,S24_2360,Auto Canal Petit,(1) 47556555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium
10264,37,$65.10,"$2,408.70",6,6/30/2004,Shipped,2,6,2004,2004-06,Motorcycles,69,S24_2360,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Small
10276,46,$75.49,"$3,472.54",12,08-02-2004,Shipped,3,8,2004,2004-08,Motorcycles,69,S24_2360,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium
10285,38,$59.56,"$2,263.28",3,8/27/2004,Shipped,3,8,2004,2004-08,Motorcycles,69,S24_2360,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Small
10299,33,$66.49,"$2,194.17",6,9/30/2004,Shipped,3,9,2004,2004-09,Motorcycles,69,S24_2360,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
10309,24,$56.10,"$1,346.40",2,10/15/2004,Shipped,4,10,2004,2004-10,Motorcycles,69,S24_2360,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small
10319,31,$81.73,"$2,533.63",7,11-03-2004,Shipped,4,11,2004,2004-11,Motorcycles,69,S24_2360,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA,Kuo,Kee,Small
10330,42,$81.03,"$3,403.26",1,11/16/2004,Shipped,4,11,2004,2004-11,Motorcycles,69,S24_2360,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10341,32,$100.00,"$3,200.00",6,11/24/2004,Shipped,4,11,2004,2004-11,Motorcycles,69,S24_2360,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10355,41,$70.65,"$2,896.65",3,12-07-2004,Shipped,4,12,2004,2004-12,Motorcycles,69,S24_2360,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10363,43,$61.23,"$2,632.89",14,01-06-2005,Shipped,1,1,2005,2005-01,Motorcycles,69,S24_2360,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10375,20,$100.00,"$2,000.00",14,02-03-2005,Shipped,1,2,2005,2005-02,Motorcycles,69,S24_2360,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small
10390,35,$65.13,"$2,279.55",4,03-04-2005,Shipped,1,3,2005,2005-03,Motorcycles,69,S24_2360,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10403,27,$79.65,"$2,150.55",4,04-08-2005,Shipped,2,4,2005,2005-04,Motorcycles,69,S24_2360,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
10110,43,$78.15,"$3,360.45",11,3/18/2003,Shipped,1,3,2003,2003-03,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10124,32,$72.70,"$2,326.40",10,5/21/2003,Shipped,2,5,2003,2003-05,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10148,21,$73.60,"$1,545.60",4,09-11-2003,Shipped,3,9,2003,2003-09,Classic Cars,90,S24_2766,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10161,20,$100.00,"$2,000.00",3,10/17/2003,Shipped,4,10,2003,2003-10,Classic Cars,90,S24_2766,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small
10172,22,$74.51,"$1,639.22",1,11-05-2003,Shipped,4,11,2003,2003-11,Classic Cars,90,S24_2766,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Small
10182,36,$73.60,"$2,649.60",14,11-12-2003,Shipped,4,11,2003,2003-11,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10192,46,$83.60,"$3,845.60",2,11/20/2003,Shipped,4,11,2003,2003-11,Classic Cars,90,S24_2766,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10204,47,$96.32,"$4,527.04",8,12-02-2003,Shipped,4,12,2003,2003-12,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10212,45,$88.14,"$3,966.30",1,1/16/2004,Shipped,1,1,2004,2004-01,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10227,47,$88.14,"$4,142.58",14,03-02-2004,Shipped,1,3,2004,2004-03,Classic Cars,90,S24_2766,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium
10241,47,$94.50,"$4,441.50",6,4/13/2004,Shipped,2,4,2004,2004-04,Classic Cars,90,S24_2766,Mini Caravy,88601555,"24, place Kluber",,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Medium
10267,38,$87.24,"$3,315.12",3,07-07-2004,Shipped,3,7,2004,2004-07,Classic Cars,90,S24_2766,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10279,49,$79.97,"$3,918.53",3,08-09-2004,Shipped,3,8,2004,2004-08,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10288,35,$80.87,"$2,830.45",9,09-01-2004,Shipped,3,9,2004,2004-09,Classic Cars,90,S24_2766,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small
10302,49,$100.00,"$4,900.00",5,10-06-2003,Shipped,4,10,2003,2003-10,Classic Cars,90,S24_2766,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10311,28,$93.60,"$2,620.80",4,10/16/2004,Shipped,4,10,2004,2004-10,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10321,30,$72.70,"$2,181.00",1,11-04-2004,Shipped,4,11,2004,2004-11,Classic Cars,90,S24_2766,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small
10332,39,$86.72,"$3,382.08",7,11/17/2004,Shipped,4,11,2004,2004-11,Classic Cars,90,S24_2766,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10346,25,$100.00,"$2,500.00",1,11/29/2004,Shipped,4,11,2004,2004-11,Classic Cars,90,S24_2766,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10368,40,$100.00,"$4,000.00",2,1/19/2005,Shipped,1,1,2005,2005-01,Classic Cars,90,S24_2766,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10380,36,$37.50,"$1,350.00",6,2/16/2005,Shipped,1,2,2005,2005-02,Classic Cars,90,S24_2766,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
